episode,total_reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
11,-372.1291270366393,1.9569588210348319,0.7621810029483156,0.0,-0.9022907081336022,1.5631640643438338,0.0,3.885036390828073,3.5510470725475187,-4.803132699123285,8.980627022563723,-13.139194086736417,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
12,-344.27405592183476,2.6212047881513514,-0.08889691875182118,0.0,-2.1892931597314025,1.5732213826648724,0.0,4.074065903870454,-0.893875515709792,-6.083794956324091,24.900025114334905,-5.885323922138295,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
13,-640.3217873841787,8.169227974636913,-3.7505457809973013,0.0,0.6513893599486966,1.7531243717818867,0.0,6.563426078364344,-4.294931851866297,-3.641151327954584,18.569833647414978,-2.424398675254232,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
14,-1748.165020095256,13.91452002851068,-25.920957710277616,0.0,2.7624596384229854,0.9221241585819504,0.0,12.187398785232524,-3.10445408608293,-10.668089587614608,-28.82904605087314,-28.82263440628576,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
15,-993.2032733478466,0.7881098658583016,-1.556598398487183,0.0,1.793673523195089,0.5256767946457606,0.0,-0.9012822550633856,-3.504447958628333,-5.727409874960231,2.9766820782145205,-25.106998812669623,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
16,-450.11509850743425,3.0069785439632892,0.004979541310597278,0.0,-0.048620123510691116,2.8749287088748936,0.0,7.325234632286788,0.1487956379828175,-8.038871716775521,-0.12165563313498627,-4.485878953345017,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
17,-343.90143951130267,1.6512140439283451,-0.08921923962557221,0.0,2.458913566848228,1.2141701966739316,0.0,2.527372537218717,-1.1438013670611702,-3.622755163052825,4.607640889558287,-26.93561814203192,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
18,-312.80528772665446,1.4576243582323127,-0.10119018724645971,0.0,2.602109853610777,2.827220822150627,0.0,3.885197301332195,-0.22542177642454497,-3.962832028851162,5.743898500354917,-28.18065705874608,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
19,-313.87431339814054,1.4512507032952686,-0.14250573031844402,0.0,2.836690406913954,2.8057623227521127,0.0,3.86559865289167,-0.27409682322189033,-3.994089510277131,5.883405990816785,-28.44700689594449,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
20,-340.7454709511199,1.615913689369503,-0.07477678929207203,0.0,1.1951883830018932,1.0274649938004314,0.0,2.2051964837039892,-1.3219438227082432,-5.1155855807400465,2.5490696295939492,-28.844316940476492,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
21,-316.0482590613218,1.409119513024037,0.07353856419341916,0.0,-2.0239520631315635,2.8235821505381153,0.0,3.7734844590441035,0.24148493675517502,-3.972607357131238,-2.604173343402951,-28.790552496505242,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
22,-314.9019269881375,1.4175378572029063,0.05517543134506763,0.0,-1.7831904826442369,2.8194828733469013,0.0,3.8050307091102717,0.2475760736259972,-3.9626043952216703,-2.3187314937098296,-28.71620431007935,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
23,-338.33694069142575,1.6114084854339978,0.010993712051730225,0.0,-0.2830084163105422,1.2967022863215423,0.0,2.5106375768124427,0.3648363981687276,-5.668898133367052,-0.4798170070404309,-28.081689230896156,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
24,-317.9199504433677,1.4136682103857285,0.10767317729392831,0.0,-2.404718155863897,2.8273232022513497,0.0,3.7988593175274055,0.25739918847340476,-3.993779700536006,-2.897409294313189,-28.745332460274714,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
25,-323.61587349502406,1.4203648591222635,0.23584716380250947,0.0,2.490547843135783,2.9149412008467515,0.0,3.7677132705400465,0.3346287693275556,-3.6426502890925496,-5.273718457251421,-28.52892820631663,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
26,-288.49639150306945,1.379838687977388,-0.04752974576908394,0.0,-0.6885070647777916,-1.6685851960077702,0.0,2.6149875799444606,-1.272759773102189,-2.764770831888929,-12.644077209259482,-28.667207663093226,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
27,-567.6164788476899,2.911957918416989,1.5182032418676534,0.0,1.5145633384577009,1.882573593258737,0.0,5.118279062944396,-0.19884280254799858,-4.745409409224635,-12.746977095180585,-26.198297605621644,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
28,-634.5915701897701,8.122050170235704,-4.398620106484384,0.0,-0.22219891418950866,-1.89813105601535,0.0,7.91137855356983,-4.729053140694388,-4.313564817225474,-4.268128561307184,-28.823596047574426,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
29,-344.5896015611325,1.6979520336791218,0.02337073322295431,0.0,-0.9364521967476502,1.5849332213333671,0.0,3.113877989066343,2.326985701129167,-4.607611344118137,18.533266370777724,-28.789415115913812,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
30,-455.0354959269392,1.8428025232850296,-1.3288949937995724,0.0,-0.7635186434929331,0.6210546710948073,0.0,1.9551253562489779,-1.0642178141472303,-6.378125165525927,11.809645620044716,-28.814084127711194,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
31,-427.2793779769464,1.3546015852076605,-0.5052820527794102,0.0,-3.0065505594597663,2.1461111277311673,0.0,2.322427350814189,-0.9559383597921355,-4.269959275525391,22.69854169132529,-28.837009663930246,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
32,-426.9763092397247,1.343552422115793,-0.34049864132325564,0.0,2.4788417088946115,2.1279954294283847,0.0,2.3872960052709957,-1.3567670709796862,-4.272505902851614,16.446703990116674,-28.837925814205473,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
33,-457.4795259197414,1.455042074952635,-0.40383568690181965,0.0,1.0697462381777143,0.4008989381549348,0.0,1.124760254155121,-1.0323075003742872,-5.3851946961226025,12.195287938226521,-28.833568626588136,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
34,-431.634989290938,1.1899376696034092,-0.6921277830284249,0.0,-3.1326230074988572,2.1239210713601295,0.0,2.3618362748489625,-1.0619425150500308,-3.969676356482839,4.87025934351681,-28.8417949503478,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
35,-340.65407161238153,1.6145414771006854,0.04311140838620677,0.0,-0.6509758490014015,1.075200695957645,0.0,2.263439213182824,0.8152223043061014,-5.594040254491366,-0.9051246490505779,-28.83367279380332,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
36,-340.42733072765037,1.6121231265908975,0.04764869677118845,0.0,-0.6701208988972134,1.050184475540986,0.0,2.2267257577999215,0.8387352144759581,-5.545090693352421,-0.8127694002973704,-28.840234205478573,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
37,-344.01727634916597,1.6136731391662826,0.09347714965557531,0.0,-1.4424740100174507,1.0635168915725952,0.0,2.2498110038306796,1.4045389528439014,-4.81326753893096,-1.7524954078617545,-28.832398264303848,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
38,-314.887734747271,1.4207692993716252,0.06222954402172422,0.0,-1.8851882563183935,2.8079541549271614,0.0,3.7951504573909993,0.26702682943268785,-3.9179243659303795,-2.4398918715648263,-28.831250487856313,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
39,-313.58225233774385,1.4202460688830167,0.04219812494843629,0.0,-1.5457703642555582,2.7829131298237524,0.0,3.7855960216000515,0.2848666953419635,-3.9525458089095515,-2.024131935653128,-28.84216867279752,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
40,-319.2129688303049,1.4157242054742458,0.13970710012760787,0.0,-2.8616685567915603,2.834044674635937,0.0,3.7911633768570487,0.24030289417729533,-3.959735928883498,-3.2987187187133205,-28.82921303320213,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
41,-321.08231502732036,1.4165723366377823,0.1830152560358285,0.0,2.6166360396845363,2.8792206246508734,0.0,3.800566371316098,0.2950457954254924,-4.018563519176722,-4.045658392137656,-28.82852140805439,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
42,-353.1635328579727,1.614724390682535,0.16135531607185166,0.0,2.1309147201378913,1.1808069555357648,0.0,2.425664812354107,-0.6074156588148933,-3.667452267507839,-3.8710377127256423,-28.82149210130398,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
43,-321.3211402983495,1.4151957883258506,0.18265697067955866,0.0,2.4951110944602597,2.891326505097897,0.0,3.800232595864695,0.3254635730162182,-4.022984325321795,-3.9949881044186886,-28.836750781800802,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
44,-321.3370571920743,1.41432465261485,0.17980959245689637,0.0,2.807505311934346,2.857790632888346,0.0,3.79316376439749,0.2724807823482157,-4.029479355783105,-3.8257530282577052,-28.828384060226863,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
45,-321.5054275673572,1.41305447228368,0.18360048455314976,0.0,2.7333759110650604,2.8655619170092343,0.0,3.790613712684982,0.28141034901449846,-4.052219606226456,-3.9303099249024576,-28.812738079765357,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
46,-320.38049612032694,1.4142916368872624,0.15649172275019185,0.0,-3.0705773828692813,2.8492270652071774,0.0,3.7914805687272963,0.24816656368489143,-4.015584122359587,-3.383704399527052,-28.807881102602234,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
47,-319.46056541977106,1.4151607551830632,0.1391609702921856,0.0,-2.8620153087370603,2.837737610170757,0.0,3.7906613519234553,0.23516710699998858,-3.9886263890229126,-3.372840925025253,-28.821339360514337,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
48,-321.5378211605742,1.4126101212595141,0.17955887567446815,0.0,2.864015380307123,2.8355590889755433,0.0,3.7862293041478083,0.2689986312295945,-4.022133025035859,-3.7027082012203003,-28.845803379202177,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
49,-321.4398920660529,1.4115046575032297,0.17645674953608093,0.0,2.9782766106401706,2.8285480975078023,0.0,3.779926479139077,0.26278033680602847,-4.032901343981152,-3.6535354928259784,-28.84063100691693,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
50,-342.97078986420036,1.617404680919924,0.0759918085281714,0.0,-1.1891244453723644,1.097226113309615,0.0,2.300610580462732,1.2899165349010024,-5.1001078617261575,-1.459417099859735,-28.839033674773415,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
51,-337.10602052007135,1.6433717470585092,0.012388397130049555,0.0,-0.2422209218539333,1.3236493817822108,0.0,2.6578258357216393,0.3397451157613043,-5.692011646094261,-0.35216102821838935,-28.734171052713265,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
52,-388.1177425148529,1.880729804159464,0.007723306649956952,0.0,-0.0911892384931825,-0.5958267834370279,0.0,1.4366970222994841,-0.003865852884635687,-4.954060996157342,-0.14949331666353902,-27.68359711375926,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
53,-381.6816106110949,1.8980412000928333,0.0009625643735856568,0.0,-0.03500253010557941,0.1326984414407688,0.0,1.8265142995233747,0.02553577587331366,-5.399589296840007,-0.05498996141375491,-28.47853463556347,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
54,-410.2338972050333,1.8647977338309059,-0.0018355743491424248,0.0,0.030728513070400254,-2.4370167379685963,0.0,3.2595017903948325,0.026830984796880567,-3.8203727129348803,0.07592550597224902,-28.844576358581843,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
55,-412.0546617122963,1.8974212544317164,-0.004198000189722972,0.0,-0.03587868761466062,-2.56537290247001,0.0,3.4069723087407016,-0.0370626366829801,-3.9929096503812715,0.016803058620597527,-28.844247861675093,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
56,-389.53101783466946,1.8736261954829134,0.002448392076227692,0.0,-0.13205720498835838,-1.3712361079161504,0.0,2.106855367696747,-0.14015602504650793,-3.8299076332325344,-0.19770929086538133,-28.82087497084859,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
57,-336.9962629889767,1.6555926062543083,0.016474993581039123,0.0,-0.5791354159948128,1.4871212932742397,0.0,2.9013912464520573,0.727787244429502,-5.3121940102401215,-0.8829294871538221,-28.825260318771466,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
58,-314.9023775782255,1.4266607469274224,0.05855773295250661,0.0,-2.0138339503469638,3.0127369734540466,0.0,3.8470926113211803,0.052452917705073876,-3.9410631401811282,-2.5811410504375827,-28.560401470001285,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
59,-352.1489180190081,1.7183376791607938,0.17665239809954755,0.0,3.034738988320825,2.115812663631141,0.0,4.079135939716812,0.32106775269522475,-3.308217277841861,-3.3130116691687053,-27.780710765442606,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
60,-353.73019632357625,1.7980240092095616,0.1517347785501885,0.0,2.2892995285139435,2.38485089932621,0.0,4.490310160628959,-0.21674962468800074,-3.9529955044990337,-3.7701624299770784,-28.199183621251866,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
61,-353.49005262097586,1.8185939657141135,0.1430904611659613,0.0,1.9491449578899083,-3.061827460748823,0.0,4.935813796643796,0.2231990518181658,-4.348522885447946,-4.019611332362834,-24.56309865586073,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
62,-322.67058371338624,1.7384922018422921,-0.11886679683701423,0.0,2.1471743920679245,0.10236283717103589,0.0,3.015985681517917,-0.640465243990745,-4.005139814999867,-4.189067623243757,-23.136677755902266,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
63,-321.9681877168289,1.59082654756882,-0.1750959572322292,0.0,2.0795801596240757,0.48461825885453713,0.0,2.6463513156705765,-1.099654323619351,-4.404213310927119,-4.325655172198539,-27.64873303828381,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
64,-322.24137363325076,1.72740517268958,-0.14312825713373892,0.0,1.8912902087777148,-0.09151964945861035,0.0,2.7586748607251854,-0.4704239018145667,-4.031602425815668,-5.3887754624918704,-27.705003189018083,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
65,-288.7118531034832,1.4162009415285257,0.14698832985957574,0.0,-1.7095816062102713,1.0338767021025248,0.0,3.028670140436556,0.11425361178998174,-5.6015952062396455,-27.669988616547165,-27.31716592020836,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
66,-474.7902141505167,2.6731080603964124,2.241915576865984,0.0,-2.9114174360539273,-3.0164315692381827,0.0,4.373828536745213,5.002268900638547,-1.5892507535880112,-28.743948606809358,-28.73471421685915,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
67,-517.9556956335799,1.261476658385217,-3.4928746160593485,0.0,-2.6723224469050084,-0.7468230170189063,0.0,-0.0010742540829232344,-8.607874167320624,-6.24400708587807,-20.344316954437936,-28.747673246719685,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
68,-1060.4143555402245,3.009017934085772,-12.702705856730482,0.0,-1.1816923761291562,1.6516280663376781,0.0,1.6990506120714137,-7.82504258489441,-5.802563330130551,-6.371182910782502,-28.841724824363666,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
69,-419.75442067368374,1.3226897062700231,-3.4293917410878128,0.0,-1.8169428855158252,-1.0468560986473108,0.0,1.4021463224417907,-8.411543922258709,-1.6429958706497634,-28.724595450720585,-28.820741424639774,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
70,-326.545981264617,0.8639575793249514,-2.216510714801199,0.0,2.8291154833814964,-2.0198802757754546,0.0,1.8192553538762344,-7.176718565490367,-3.7130453829813157,-28.79731638833544,-28.733302153969994,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
71,-326.66402207811745,0.8601390214125293,-2.222616077674507,0.0,2.837756264007906,-2.013165336154408,0.0,1.814885954091409,-7.189387643526872,-3.7241218893086225,-28.74587276298373,-28.633438436087545,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
72,-388.5690314667619,1.1558836329719322,-3.0025583734008445,0.0,-0.6381529475494752,0.5937187328853906,0.0,1.2293729332482561,-8.04547765226486,-3.124184351096723,-28.850811281702104,-28.844616927684026,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
73,-294.1272576683734,0.778853678046808,-1.8084174478104111,0.0,-1.7787527623253112,-0.2635645209845112,0.0,0.8450449605292114,-6.561362449355196,-3.082028579985668,-28.81077614508692,-28.82352451664127,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
74,-295.58654877985015,0.7557187485274303,-1.8445815927546685,0.0,-1.785076278003931,-0.10788753048052069,0.0,0.8182479051822509,-6.599870602130608,-3.912434075371221,-28.825117775574693,-28.79792486186472,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
75,-295.5794068922039,0.7868765440734526,-1.7837389329025897,0.0,-1.7805259698799993,0.20463722440567533,0.0,1.0022325503196268,-6.175677665660165,-4.337197785786397,-28.813981487208995,-28.54465990102924,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
76,-264.3163343782685,0.7026880943377769,-1.3708749285887507,0.0,-0.06090088760814094,2.4105686698150954,0.0,2.788270746125579,-5.2194794034700305,-4.235997436119557,-28.807664641998432,-27.138003993877376,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
77,-234.3729569927536,0.5388278839521777,-0.9987253722331292,0.0,1.6656584646680752,-1.289063538943756,0.0,1.6212016282223587,-3.5955258148199656,-4.743466470578861,-28.78825580838121,-15.120548277818628,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
78,-203.9022877838106,0.45686467097956274,-0.6696637756147432,0.0,-2.8922848459260173,0.2985528304288918,0.0,1.5214360120903991,-2.8697836784391755,-4.777118372490772,-28.689202700470112,-19.23528918012805,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
79,-204.23346691397356,0.40663556873509893,-0.39990319712551514,0.0,-2.8928167800333604,1.3645161644537431,0.0,2.2102891463786034,-0.7988417238994113,-5.264626294949568,-28.69442650932977,-18.728886761949756,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
80,-203.93483678277153,0.35705414383654827,-0.2852498424563086,0.0,-2.8915392801820587,1.8633133329184766,0.0,2.405870011891766,-0.021442437555612717,-4.934007618473284,-28.694382501005315,-18.36666899330247,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
81,-203.47640140294914,0.30525168790313656,-0.2063201010800416,0.0,-2.8926292462320653,2.3241984744504762,0.0,2.4717138146852586,0.4396462548029061,-4.421977694479736,-28.70166277599996,-17.91215354827214,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
82,-229.63292319511243,-0.008564808619548244,-0.5109163787024783,0.0,2.5633497818625166,-0.8872640173803958,0.0,0.302722550683141,-2.189937275905607,-3.578889645333512,-27.9029701749855,-9.337988987897617,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
83,-424.95886370931487,-4.493032800652773,-1.4427053010719733,0.0,1.2111838864987927,1.1321952990821122,0.0,-10.990812022513516,-1.5945046861145786,-4.10030337913184,-12.593646120033599,-6.11784191702549,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
84,-627.3326485477245,-5.682084689658544,-0.21458724516254818,0.0,-0.6228132873118319,1.3533176416174992,0.0,-6.182776744741003,-1.4182925392286423,-4.531066491529156,-14.271101049544258,-9.62537800050998,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
85,-445.41222578293036,-0.7699341496493374,-4.153634984746252,0.0,-0.9557973963432218,-1.2107526465773493,0.0,-1.2733671315229766,-7.353065850210102,-3.4887216985780642,-8.110993923963273,-28.73051333914049,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
86,-403.1385657139701,-0.2663194830458417,-3.0343038940363045,0.0,-2.9697514060751544,-2.9782709174244726,0.0,1.956994503913802,-5.995674377376423,-5.371926995430322,-12.829803437574402,-28.125114010733327,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
87,-435.2156696707521,-0.27246569459068243,-3.4744296175897804,0.0,2.490294144059419,2.684634678835291,0.0,2.3121386138756352,-6.9716497016886745,-3.7835164758028856,-13.834592900305738,-26.506352324168905,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
88,-463.5626361171152,-0.3885581129071822,-3.520897635782161,0.0,2.7295081796986302,0.4882310883453913,0.0,-0.9988167934467587,-4.854364781038637,-4.252706088775011,-8.722043616027833,-28.476443229989492,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
89,-534.6193189458565,2.885382400968209,-2.1773157327848303,0.0,-1.3996896284662483,2.9155852766141503,0.0,5.598551770791958,-1.356813975312245,-4.924231326824544,-12.37159447966051,-27.032637443186026,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
90,-608.8665476577152,5.271631513777888,0.7715832635557943,0.0,0.0022107103049506804,-3.0205547366700074,0.0,7.0118055257021314,6.787257946020381,-8.443968398266431,-15.03604714372106,-26.877622332059495,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
91,-576.6639463043373,5.57039567412432,0.43398484534777754,0.0,1.9918146583239302,-1.9559768577198113,0.0,7.250509744829694,4.219391316657839,-11.577172473200015,-15.7637994370169,-24.45215577679516,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
92,-722.8239372626795,5.773024362348051,-5.612594636738544,0.0,0.9626419250974845,-1.4807342372116352,0.0,6.649420265121948,-4.012722289367007,-1.5123920530935282,-7.957520908091942,-18.730643021867074,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
93,-551.1716852986331,1.3224475758401495,-4.026852578324383,0.0,1.4584870628028659,2.1601001464735656,0.0,3.4726475218748662,-4.93818167609403,-5.4074639999727605,-6.629882583224792,-26.7565780836348,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
94,-424.4151347794849,-1.2439110579418653,0.01224083637189376,0.0,-0.04332468480579621,0.48082824945464075,0.0,-4.723895742205049,0.014895118765492417,-5.762688962434525,-0.12870190897339945,-8.17672730526891,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
95,-550.8714306522853,-3.268545447235602,-5.224088878051664,0.0,-2.702857462081111,2.2210739982226038,0.0,-9.899881335188692,-3.2043746128368613,-4.894065033568073,13.394109635850505,16.869950965229517,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
96,-454.4885763189183,3.8220311031186798,-4.913820232849726,0.0,1.0318136210449653,2.3152602709418932,0.0,7.808411945373746,-12.598474882364181,-4.8624751435560585,-3.5707161443070428,-2.202189622574857,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
97,-853.4178287107859,3.9870832248007937,-8.953490049500441,0.0,1.877135814064708,-2.7649444708236146,0.0,0.7060518594007865,-7.856290702335087,-10.359752446689232,-0.01572002917162918,26.99541109921641,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
98,-1382.4535460047564,-12.12972940028639,-22.29144138234824,0.0,2.5957619529461518,-2.573247687722226,0.0,-4.892703500479508,-14.633931454426056,-6.7061328246094645,28.844945744700713,28.868620106573456,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
99,-467.38246248726153,-2.510856802631027,-6.644314549971016,0.0,2.5478439533096076,2.490035208025583,0.0,-7.320241553089218,-8.808003955376671,-4.7311463722912555,20.759958345845547,28.443983262545682,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
100,-336.91086462967354,-0.04088056293698675,-5.082095796187748,0.0,1.7220241675446157,1.0255852437608102,0.0,-0.7744595249503223,-10.096826967523361,-7.320896178020102,-18.234486601737967,17.08030097778114,0.0,430.20390116579915,432.6316422852896,431.56470308487724,429.48369501256724
